Date,CPI,GDP,Unemployment,RSI,Bank_Rate,FTSE100,Inflation_YoY,Inflation_lag3,Inflation_lag6
2018-06-01,105.8,659172.0,4.0,100.8,0.5,7636.899902,2.420135527589551,2.4390243902439046,2.944062806673209
2018-07-01,106.05,661262.0,4.0,101.8,0.5,7652.899902,2.5132914451425847,2.426006792819013,2.672750977835725
2018-08-01,106.5,661262.0,4.1,101.9,0.75,7432.399902,2.6011560693641744,2.420135527589551,2.7424094025465307
2018-09-01,106.6,661262.0,4.1,101.7,0.75,7495.700195,2.401536983669539,2.420135527589551,2.4390243902439046
2018-10-01,106.80000000000001,662120.0,4.0,101.1,0.75,7128.100098,2.298850574712641,2.5132914451425847,2.426006792819013
2018-11-01,107.0,662120.0,4.0,102.5,0.75,6980.200195,2.294455066921608,2.6011560693641744,2.420135527589551
2018-12-01,107.1,662120.0,3.9,102.6,0.75,6728.100098,2.0972354623450817,2.401536983669539,2.420135527589551
2019-01-01,106.93333333333334,665456.0,4.0,102.7,0.75,6968.899902,1.8412698412698436,2.298850574712641,2.5132914451425847
2019-02-01,106.8,665456.0,3.8,103.0,0.75,7074.700195,1.8112488083889433,2.294455066921608,2.6011560693641744
2019-03-01,107.0,665456.0,3.8,104.2,0.75,7317.399902,1.904761904761898,2.0972354623450817,2.401536983669539
2019-04-01,107.69999999999999,666875.0,3.8,103.8,0.75,7385.299805,2.0369493131217276,1.8412698412698436,2.298850574712641
2019-05-01,107.9,666875.0,3.9,102.9,0.75,7161.700195,1.9848771266540721,1.8112488083889433,2.294455066921608
2019-06-01,107.9,666875.0,3.9,104.2,0.75,7497.5,1.9848771266540721,1.904761904761898,2.0972354623450817
2019-07-01,108.1,670547.0,3.9,105.3,0.75,7584.899902,1.9330504479019295,2.0369493131217276,1.8412698412698436
2019-08-01,108.4,670547.0,3.9,104.4,0.75,7207.200195,1.7840375586854584,1.9848771266540721,1.8112488083889433
2019-09-01,108.5,670547.0,3.8,104.4,0.75,7360.299805,1.7823639774859235,1.9848771266540721,1.904761904761898
2019-10-01,108.4,670587.0,3.8,103.8,0.75,7248.399902,1.4981273408239737,1.9330504479019295,2.0369493131217276
2019-11-01,108.5,670587.0,3.7,103.5,0.75,7346.5,1.4018691588784993,1.7840375586854584,1.9848771266540721
2019-12-01,108.5,670587.0,3.9,104.5,0.75,7542.399902,1.3071895424836555,1.7823639774859235,1.9848771266540721
2020-01-01,108.46666666666665,652180.0,3.9,104.4,0.75,7286.0,1.4339152119700493,1.4981273408239737,1.9330504479019295
2020-02-01,108.6,652180.0,4.1,103.8,0.75,6580.600098,1.6853932584269593,1.4018691588784993,1.7840375586854584
2020-03-01,108.6,652180.0,4.1,97.3,0.175,5454.600098,1.495327102803734,1.3071895424836555,1.7823639774859235
2020-04-01,108.5,522356.0,4.1,80.0,0.175,5763.100098,0.7428040854224882,1.4339152119700493,1.4981273408239737
2020-05-01,108.5,522356.0,4.1,90.8,0.175,6166.399902,0.556070435588496,1.6853932584269593,1.4018691588784993
2020-06-01,108.6,522356.0,4.4,102.2,0.175,6158.0,0.6487488415199083,1.495327102803734,1.3071895424836555
2020-07-01,109.0,610972.0,4.6,107.1,0.175,5897.799805,0.8325624421831712,0.7428040854224882,1.4339152119700493
2020-08-01,108.6,610972.0,5.0,108.6,0.175,5862.100098,0.18450184501843658,0.556070435588496,1.6853932584269593
2020-09-01,109.1,610972.0,5.2,110.1,0.175,5879.5,0.5529953917050578,0.6487488415199083,1.495327102803734
